"name","x","y","endX","endY","area","identifier","pos"
"Abdón Prats","70.455","33.932","74.655","34.272","609.47397","0","Sub"
"Iago Herrerín","11.235","33.184","46.935","34.816","143.53542","0","GK"
"Kenan Kodro","65.835","36.312","66.675","37.672","1179.68865","0","AMC"
"Eder Militão","32.55","21.862","40.2675","25.058","925.44039","0","DC"
"Santiago Arias","53.97","5.372","59.745","12.376","741.846","0","DR"
"Ángel Correa","69.3","19.856","71.715","21.896","1247.03313","0","MR"
"Aritz Elustondo","36.855","19.108","44.31","23.528","686.19327","0","Sub"
"Nacho Monreal","46.935","63.41","51.765","56.644","587.53275","1","DL"
"Alphonse Areola","9.87","33.184","25.725","34.952","165.60516","0","GK"
"Raúl Navas","32.025","34.952","44.835","33.592","794.05368","0","DC"
"Facundo Roncaglia","38.955","23.256","49.14","25.84","1606.51428","0","DC"
"Rodrygo","71.715","13.736","72.135","20.366","1582.88088","0","FWR"
"Andoni Gorosabel","56.805","5.372","61.53","11.968","1009.39251","0","Sub"
"Ander Guevara","47.25","30.736","50.085","29.784","838.69296","0","DMC"
"Lisandro Magallán","32.6025","44.506","43.785","43.316","600.20625","0","DC"
"Álex Remiro","8.085","33.728","25.935","38.556","141.43269","0","GK"
"Ximo Navarro","39.9","11.22","47.04","16.796","1227.81582","0","DR"
"Íñigo Lekue","64.5225","5.644","65.4675","10.2","842.71278","0","AMR"
"Thierry Correia","41.16","5.712","46.41","11.084","481.39308","0","Sub"
"Jaume Doménech","8.19","33.524","35.91","32.708","132.18996","0","GK"
"Kenedy","70.245","57.562","73.08","52.836","1000.31043","0","Sub"
"Okay Yokuslu","45.4125","34.374","48.72","34.034","1171.78467","0","MC"
"Héctor Herrera","55.545","23.256","58.905","25.976","1126.73127","0","MC"
"Fran Gámez","50.6625","44.812","58.17","39.032","2427.45006","0","DR"
"Zouhair Feddal","35.595","47.532","43.26","42.636","645.69519","0","DC"
"Christian Rivera","40.425","34.68","48.825","37.06","960.05154","0","MC"
"Bernardo Espinosa","32.34","28.424","44.31","31.144","789.31986","0","DC"
"Víctor Gómez","55.02","5.236","59.745","11.492","1047.01674","0","Sub"
"Unai García","37.6425","18.394","50.0325","24.956","904.50591","0","DC"
"Munas Dabbur","67.41","41.922","70.35","40.63","1214.95311","0","AMC"
"Iñigo Pérez","58.8525","56.066","65.3625","52.564","895.83795","0","ML"
"Pol Lozano","46.8825","27.608","48.7725","29.104","776.07159","0","Sub"
"Xabier Etxeita","37.59","42.024","54.39","41.344","911.71017","0","DC"
"Mathías Olivera","56.7","61.812","67.83","59.432","862.6905","1","DL"
"Manuel Morlanes","53.2875","41.31","57.5925","40.732","987.03717","0","Sub"
"Joaquín Fernández","41.265","27.2","47.88","28.016","983.18157","0","MC"
"Pedro Bigas","36.645","49.028","51.87","44.982","716.15628","0","DC"
"Esteban Burgos","35.0175","21.386","51.03","27.438","774.9756","0","DC"
"Asier Villalibre","73.185","41.548","75.495","39.984","848.84961","0","FW"
"Sergio Herrera","11.13","32.98","58.17","36.788","193.46187","0","GK"
"Manuel Sánchez","54.2325","63.512","51.2925","57.12","403.43499","0","Sub"
"Cucho Hernández","66.465","46.716","69.09","41.616","1668.80007","0","Sub"
"David Juncà","48.7725","63.002","49.2975","56.746","536.64597","1","DL"
"Ismail Köybasi","58.485","62.594","64.7325","58.956","468.73386","0","AML"
"Ramiro Funes Mori","35.805","44.676","43.05","39.712","875.58891","0","DC"
"Manu Vallejo","72.87","46.036","72.66","43.248","1133.61066","0","FW"
"Rubén Sobrino","67.305","27.2","67.095","28.492","948.73821","0","Sub"
"Samuel Umtiti","42.105","47.6","47.355","41.616","907.04418","0","DC"
"Jean-Clair Todibo","33.39","21.08","40.53","27.812","753.64842","0","Sub"
"Aleksander Sedlar","33.705","40.732","44.205","37.944","1107.46755","0","Sub"
"Mikel Vesga","52.8675","45.424","55.86","44.948","1098.28551","0","MC"
"Ronald Araújo","36.54","36.686","40.8975","34.85","734.83095","0","Sub"
"Mikel Balenziaga","49.2975","63.478","57.6975","59.398","549.82998","1","DL"
"Josep Señé","55.44","36.176","55.86","36.856","688.52805","0","Sub"
"Dimitri Foulquier","50.6625","5.202","58.275","8.5","991.72458","0","Sub"
"Jeison Murillo","33.81","26.588","42.945","27.608","773.78679","0","Sub"
"Eliaquim Mangala","30.555","46.818","36.6975","40.052","635.22795","0","DC"
"Edgar González","39.06","33.456","44.205","35.972","849.72783","0","DMC"
"Riqui Puig","66.885","44.812","66.675","42.228","722.15031","0","Sub"
"Guido Rodríguez","44.4675","32.096","49.9275","30.532","953.09004","0","DMC"
"Sebastián Cristóforo","60.9","24.276","64.89","25.636","1380.63681","0","DMC"
"Oghenekaro Etebo","59.535","13.192","63.84","16.796","1189.15986","0","Sub"
"Hugo Duro","71.61","35.972","73.815","36.006","1526.65338","0","FW"
"Moussa Wague","60.795","4.556","61.425","10.812","383.15025","0","DMR"
"Víctor Camarasa","55.965","32.096","57.645","32.3","1186.96788","0","Sub"
"Raúl de Tomás","64.68","36.448","65.52","35.972","1357.76025","0","FW"
"Sime Vrsaljko","49.245","5.644","58.065","12.784","682.13775","0","Sub"
"Sergi Gómez","32.235","25.636","39.9","28.832","814.66329","0","DC"
"Fedor Smolov","66.36","40.392","67.725","38.352","1303.59978","0","FW"
"Ibrahim Amadou","37.485","21.59","44.73","24.718","1119.64482","0","Sub"
"Paco Alcácer","68.25","35.428","68.775","36.244","1242.45996","0","Sub"
"Roger Assalé","73.815","32.368","75.705","29.512","1122.17952","0","Sub"
"Adrián Embarba","69.2475","43.282","72.1875","34.952","1970.21517","0","ML"
"José Antonio Caro","10.605","33.796","65.415","37.06","111.19122","0","GK"
"Javi Sánchez","32.55","45.56","43.47","44.676","472.57161","0","DC"
"Yannick Carrasco","70.5075","52.938","73.08","50.524","1272.79782","0","ML"
"Kike Pérez","48.6675","41.99","53.97","41.752","1032.04059","0","Sub"
"Yoel Rodríguez","10.29","32.096","67.515","33.932","182.3913","0","GK"
"Roberto Jiménez","8.505","33.184","60.6375","34.034","160.18233","0","GK"
"Edgar Méndez","64.8375","20.264","66.6225","23.188","2024.82546","0","Sub"
"Ljubomir Fejsa","46.41","33.286","46.9875","35.768","940.52007","0","DMC"
"Filip Bradaric","47.46","33.456","54.285","32.368","1092.29148","0","Sub"
"Jesús Vallejo","31.71","25.84","46.2","27.744","1068.25824","0","DC"
"Deyverson","69.405","28.424","76.86","32.436","996.9939","0","FW"
"Gil Dias","57.75","60.452","59.325","54.4","1121.77968","0","AML"
"Miguel Ángel Guerrero","66.15","34.068","69.09","34.816","1118.89512","0","FW"
"Sofian Chakla","28.035","21.488","37.17","30.464","281.46594","0","DC"
"Marco Asensio","68.04","24.344","67.095","33.388","1431.65925","0","Sub"
"Martín Zubimendi","54.0225","31.688","56.0175","30.022","832.54899","0","Sub"
"Rafa Soares","56.49","64.056","66.57","59.228","517.00026","1","DL"
"Suso","72.0825","12.852","73.4475","20.332","994.75908","0","FWR"
"Toni Lato","57.96","63.444","64.995","59.296","659.30046","1","DL"
"Yassine Bounou","5.8275","34.714","24.9375","38.556","112.19439","0","Sub"
"Hugo Guillamón","30.87","45.968","38.43","40.97","628.71984","0","Sub"
"Alessandro Florenzi","48.615","8.5","56.28","17","1166.17263","0","Sub"
"Nicolás Melamed","67.305","58.446","70.1925","54.128","616.23198","0","Sub"
"Chema Rodríguez","36.435","45.492","55.8075","39.746","484.79529","0","DC"
"Kike Barja","72.3975","53.72","74.6025","50.864","798.69825","0","Sub"
"Rober Pier","32.235","23.868","43.5225","27.88","789.90891","0","Sub"
"Bruno Soriano","46.2","41.956","48.405","41.548","777.92799","0","Sub"
"Iván Villar","8.295","32.334","30.6075","31.008","97.80372","0","Sub"
"Javi Martínez","38.535","27.846","45.5175","30.736","902.16399","0","Sub"
"Aarón Escandell","11.55","32.368","49.455","28.152","137.64849","0","GK"
"Pierre-Emerick Aubameyang","72.87","49.844","74.13","44.948","1514.56536","0","FWL"
"Granit Xhaka","47.04","42.636","50.085","41.344","1167.6756","0","MC"
"Matteo Guendouzi","49.14","33.524","54.285","33.49","1344.24423","0","Sub"
"Nicolas Pépé","73.185","10.744","72.345","16.796","1117.50996","0","AMR"
"David Luiz","32.655","41.548","42","37.06","753.53775","0","DC"
"Sokratis","31.395","23.732","38.85","26.996","1057.37688","0","DC"
"Bernd Leno","7.455","33.32","22.2075","34.204","137.28792","0","GK"
"Tyrone Mings","30.975","44.54","42.525","40.936","843.54459","0","DC"
"Dani Ceballos","55.545","32.98","57.75","34.272","1445.65722","0","MC"
"Sead Kolasinac","47.46","60.52","49.7175","55.76","801.6792","0","DC"
"Bukayo Saka","62.055","60.248","62.16","56.032","1353.12639","0","FWR"
"Ainsley Maitland-Niles","43.26","6.188","46.515","12.648","1295.5173","0","Sub"
"Tom Heaton","6.9825","33.388","45.6225","35.292","169.0752","0","GK"
"Wesley","67.935","41.888","69.1425","38.692","1336.44021","0","FW"
"Anwar El Ghazi","72.135","21.284","73.2375","27.88","2052.75","0","FWR"
"Trézéguet","69.615","23.29","71.0325","28.39","2241.04608","0","FWL"
"John McGinn","59.955","24.718","65.9925","31.28","1293.89652","0","MC"
"Jack Grealish","68.25","49.674","70.875","43.044","1593.83007","0","ML"
"Marvelous Nakamba","44.3625","36.278","47.25","37.638","1095.68298","0","MC"
"Neil Taylor","45.465","61.676","54.1275","57.256","790.45869","0","Sub"
"Björn Engels","32.13","22.508","39.375","26.996","639.03357","0","DC"
"Frédéric Guilbert","48.3525","6.596","59.2725","11.56","909.05766","0","DR"
"Calum Chambers","38.85","10.132","45.36","13.804","865.64289","0","DC"
"Ahmed El Mohamady","51.975","6.868","59.115","13.668","644.30289","0","DR"
"Joseph Willock","62.58","28.424","65.625","30.192","1644.91677","0","Sub"
"Lucas Torreira","47.88","27.2","48.615","28.288","1148.27265","0","Sub"
"Conor Hourihane","62.58","46.58","69.5625","43.078","1541.79732","0","MC"
"Henri Lansbury","54.285","38.624","58.17","35.292","1045.04967","0","Sub"
"Joshua King","69.6675","48.926","70.77","46.104","1555.96665","0","FW"
"Nathan Aké","31.815","49.13","40.635","46.104","743.02767","0","DC"
"Diego Rico","45.36","62.56","59.325","57.188","821.53197","1","DL"
"Callum Wilson","72.345","35.496","74.97","35.088","1544.15352","0","FW"
"Steve Cook","33.18","23.868","42.525","27.608","794.27859","0","DC"
"Jefferson Lerma","46.095","34.136","54.285","35.496","1147.75857","0","MC"
"Dominic Solanke","68.145","36.992","71.505","36.652","1537.98813","0","Sub"
"Philip Billing","49.14","36.856","58.1175","37.026","1625.52453","0","MC"
"Aaron Ramsdale","8.82","33.728","35.2275","34.68","175.71897","0","GK"
"Jack Stacey","44.205","6.188","57.4875","11.016","1207.34544","0","DR"
"Harry Wilson","65.31","15.64","68.46","21.488","1297.88064","0","Sub"
"Gabriel Martinelli","67.515","54.4","67.935","51.612","1470.3045","0","AML"
"Ryan Fraser","69.51","55.964","75.495","47.532","1977.68004","0","Sub"
"Arnaut Danjuma Groeneveld","64.05","55.522","62.16","50.456","1413.19164","0","Sub"
"Simon Francis","33.915","12.58","44.1","17","787.38849","0","DR"
"Alexandre Lacazette","65.31","33.932","66.99","33.66","1357.71384","0","Sub"
"Héctor Bellerín","49.665","5.848","53.865","11.764","748.60401","0","Sub"
"Aaron Mooy","66.045","43.724","70.14","39.916","1779.83064","0","MC"
"Lewis Dunk","33.075","45.084","40.95","38.318","863.38665","0","DC"
"Dale Stephens","47.145","38.556","49.665","37.536","1026.30003","0","Sub"
"Davy Pröpper","50.925","23.664","56.595","24.48","1134.89229","0","MC"
"Pascal Groß","68.25","18.496","71.7675","26.248","1579.13952","0","AMR"
"Dan Burn","47.565","61.404","56.49","55.352","745.376729999999","1","DL"
"Adam Webster","34.44","19.856","42.735","24.82","751.3065","0","DC"
"Steven Alzate","55.65","16.592","56.595","21.284","1885.1028","0","MC"
"Aaron Connolly","72.66","35.768","73.5","34.748","1343.02686","0","FW"
"Neal Maupay","71.61","35.904","72.45","36.72","1338.46797","0","FW"
"Mesut Özil","66.36","31.96","67.515","34.272","1686.69291","0","AMC"
"Mat Ryan","10.71","34","26.565","39.304","186.18978","0","GK"
"Kieran Tierney","48.9825","62.764","57.855","56.168","816.26622","0","DML"
"Martín Montoya","50.715","4.148","57.12","11.56","682.93029","0","DR"
"Leandro Trossard","71.925","52.156","74.97","45.152","1570.17525","0","FWL"
"Shane Duffy","33.705","23.086","42.6825","28.662","889.14777","0","DC"
"Ashley Westwood","56.385","31.96","62.16","31.484","1247.54364","0","MC"
"James Tarkowski","36.015","28.016","45.57","29.852","906.61578","0","DC"
"Ashley Barnes","67.095","33.898","69.51","34.34","1533.07938","0","FW"
"Jack Cork","56.07","45.764","59.0625","43.928","1101.10581","0","MC"
"Ben Mee","36.225","47.804","46.62","45.39","750.54252","0","DC"
"Jóhann Gudmundsson","71.82","8.908","74.445","17.952","1000.28901","0","MR"
"Chris Wood","70.875","36.176","72.135","35.836","1344.46557","0","FW"
"Erik Pieters","49.35","60.52","58.695","52.7","1162.62405","1","DL"
"Dwight McNeil","64.365","56.372","67.83","52.564","1384.12827","0","ML"
"Matthew Lowton","47.6175","7.514","61.11","13.872","880.07283","0","DR"
"Reiss Nelson","68.25","20.536","68.145","25.092","1721.61822","0","Sub"
"Nick Pope","12.495","34","62.16","36.72","225.28128","0","GK"
"Jay Rodriguez","69.6675","37.162","71.8725","36.584","1712.15415","0","Sub"
"Aaron Lennon","61.53","13.26","63.525","16.728","1363.96134","0","Sub"
"Olivier Giroud","63","34","63.42","35.292","1170.39237","0","Sub"
"Jorginho","49.35","34.85","55.44","36.652","1086.60447","0","MC"
"Mateo Kovacic","54.705","44.54","57.015","41.14","1093.19469","0","MC"
"Antonio Rüdiger","36.54","40.528","44.94","37.128","1038.51657","0","DC"
"Kurt Zouma","35.07","40.528","42.525","37.876","930.7347","0","DC"
"César Azpilicueta","48.09","12.648","56.28","20.876","2218.06599","0","DC"
"Reece James","56.91","6.8","58.0125","12.784","828.48633","0","DR"
"Rob Holding","30.135","28.9","40.74","31.416","1060.647","0","DC"
"Marcos Alonso","57.12","62.764","59.01","55.556","576.31938","0","DML"
"Christian Pulisic","71.61","49.028","71.925","46.988","1438.64217","0","FWL"
"Mason Mount","68.9325","46.614","71.19","41.412","1566.11616","0","ML"
"Willy Caballero","8.085","33.762","27.4575","35.7","100.00284","0","GK"
"Emiliano Martínez","8.4","33.728","22.68","34.408","120.74454","0","GK"
"Andreas Christensen","35.6475","22.304","41.895","26.826","596.50059","0","DC"
"Pedro","66.78","34.816","66.57","33.796","1602.44448","0","Sub"
"Tammy Abraham","66.255","34","69.3","34","1275.72522","0","FW"
"Callum Hudson-Odoi","74.9175","26.656","74.7075","31.314","1713.4215","0","MR"
"Ross Barkley","64.47","34.408","66.255","33.66","1215.95628","0","FW"
"Eddie Nketiah","63.3675","33.456","63.0525","31.348","1283.01159","0","FW"
"Luka Milivojevic","46.935","37.74","54.705","37.332","1178.38203","0","MC"
"James McArthur","52.815","45.56","59.01","45.764","1616.11758","0","MC"
"Joel Ward","45.15","5.576","57.12","9.316","896.66262","0","DR"
"Andros Townsend","64.7325","10.778","67.41","15.47","1550.09757","0","MR"
"Cheikhou Kouyaté","47.0925","28.288","54.6","28.05","1635.49554","0","Sub"
"James Tomkins","30.66","23.324","38.85","28.9","648.55119","0","DC"
"Gary Cahill","31.395","45.968","39.27","42.84","880.11567","0","DC"
"Jordan Ayew","66.36","30.328","66.675","32.776","1683.67983","0","FW"
"Wilfried Zaha","71.19","52.088","71.505","49.164","1713.18588","0","FW"
"Patrick van Aanholt","50.715","61.336","58.275","55.42","829.41096","1","DL"
"Christian Benteke","69.2475","38.318","72.345","37.638","1593.28029","0","Sub"
"James McCarthy","51.5025","34.544","55.965","35.87","1348.22478","0","MC"
"Gylfi Sigurdsson","59.955","32.64","64.47","32.504","1444.08999","0","MC"
"Morgan Schneiderlin","49.35","24.14","56.175","24.888","1113.36876","0","Sub"
"Alex Iwobi","65.31","30.532","67.83","32.776","1742.49915","0","Sub"
"Richarlison","70.455","36.108","72.24","34.476","1943.15814","0","FW"
"Dominic Calvert-Lewin","70.14","31.28","72.345","31.348","1711.75074","0","FW"
"Shkodran Mustafi","35.91","17.612","43.5225","24.514","524.57937","0","DC"
"Fabian Delph","48.4575","40.12","54.285","40.018","1142.73915","0","MC"
"Leighton Baines","60.27","64.056","63.0525","56.372","562.64628","0","DML"
"Mason Holgate","34.02","47.532","40.845","38.93","845.8401","0","DC"
"Jordan Pickford","9.24","34.884","36.2775","34.408","166.95105","0","GK"
"Yerry Mina","33.2325","31.62","42.105","32.334","1006.04742","0","DC"
"Djibril Sidibé","50.3475","5.032","57.2775","12.24","830.7033","0","Sub"
"André Gomes","49.665","34.612","54.915","37.264","1164.04491","0","MC"
"Bernard","67.41","51.816","69.51","48.212","1307.06982","0","Sub"
"Moise Kean","72.66","28.22","72.45","28.9","1310.80761","0","Sub"
"Ayoze Pérez","67.515","16.592","68.985","17.952","1337.10066","0","MR"
"Youri Tielemans","59.9025","31.348","64.05","31.28","1468.95147","0","MC"
"Jamie Vardy","76.23","36.244","77.3325","35.904","1443.23319","0","FW"
"Marc Albrighton","66.99","10.336","70.5075","20.604","2264.1654","0","Sub"
"Çaglar Söyüncü","35.1225","46.58","43.47","43.656","823.42407","0","DC"
"Kasper Schmeichel","8.82","32.98","26.4075","33.558","153.28509","0","GK"
"James Justin","50.7675","8.126","57.435","13.94","1462.35411","0","DR"
"Kelechi Iheanacho","72.135","22.168","73.29","26.18","1269.38847","0","FW"
"Onyinye Wilfred Ndidi","55.23","26.248","56.49","30.532","934.20117","0","DMC"
"Ryan Bennett","38.01","12.852","47.775","19.448","643.79952","0","Sub"
"Jonny Evans","35.28","25.364","44.1","30.26","972.53583","0","DC"
"Harvey Barnes","73.7625","53.108","74.34","50.592","1121.94747","0","ML"
"Christian Fuchs","42.84","61.54","50.82","54.672","678.23217","1","DL"
"Demarai Gray","70.56","16.728","70.35","23.46","1615.14297","0","MR"
"Dennis Praet","57.015","20.876","59.01","21.624","1318.90794","0","Sub"
"Sadio Mané","72.975","49.776","74.865","45.356","1215.16374","0","FWL"
"Alex Oxlade-Chamberlain","66.99","22.304","70.77","23.46","1287.54906","0","MC"
"Joseph Gomez","40.53","22.304","46.515","26.18","621.61911","0","DC"
"Cédric Soares","50.1375","5.542","61.0575","11.832","1192.09083","0","DMR"
"Andrew Robertson","60.69","61.948","63.315","52.7","725.59179","1","DL"
"Virgil van Dijk","38.955","44.404","47.775","38.284","598.16778","0","DC"
"Trent Alexander-Arnold","57.96","6.392","64.155","17.34","830.89965","0","DR"
"Fabinho","54.18","31.348","55.965","29.478","994.86261","0","Sub"
"Mohamed Salah","79.485","18.428","80.85","22.032","1044.62841","0","FWR"
"Roberto Firmino","70.035","34.34","71.61","35.088","1306.99842","0","FW"
"Alisson","11.34","32.98","25.935","34.068","211.70814","0","GK"
"Georginio Wijnaldum","59.01","45.968","60.06","45.492","1219.19784","0","MC"
"Takumi Minamino","66.78","31.858","67.935","31.96","1282.58676","0","Sub"
"Naby Keita","62.895","33.116","64.155","31.96","1190.61999","0","MC"
"Divock Origi","76.755","55.012","75.495","48.484","1231.84635","0","Sub"
"Xherdan Shaqiri","64.155","10.404","65.73","16.048","935.87907","0","Sub"
"David Silva","69.72","46.75","70.875","45.22","1060.76481","0","Sub"
"Ilkay Gündogan","59.64","41.344","60.69","40.732","987.57981","0","MC"
"Benjamin Mendy","64.05","63.172","62.265","54.536","465.35307","1","DL"
"Aymeric Laporte","42","48.144","48.72","42.908","552.28257","0","DC"
"Kyle Walker","58.275","11.424","59.535","17.816","808.54431","0","DMR"
"Eric García","40.32","25.636","46.935","31.144","905.00928","0","DC"
"Ederson","11.025","34.68","26.04","34.612","194.47932","0","GK"
"Kevin De Bruyne","71.4","25.84","76.02","31.144","1525.42173","0","AMC"
"Raheem Sterling","78.33","50.388","77.0175","47.328","1237.89036","0","AMC"
"Gabriel Jesus","74.0775","39.78","72.87","39.304","1244.42703","0","FW"
"Riyad Mahrez","73.29","16.252","73.395","23.256","1349.42787","0","Sub"
"Phil Foden","73.08","38.488","72.66","37.4","1339.99593","0","FW"
"Fernandinho","41.79","36.312","48.825","35.088","995.41596","0","DC"
"Victor Lindelöf","34.44","20.808","42.21","24.344","748.51833","0","DC"
"Jesse Lingard","68.5125","38.726","70.665","38.284","1186.75725","0","AMC"
"Fred","52.5","37.264","58.38","36.108","1214.74248","0","Sub"
"Daniel James","72.135","21.488","71.82","28.288","1914.68382","0","AMR"
"Aaron Wan-Bissaka","54.285","5.848","58.8","10.132","722.65725","0","DR"
"Marcus Rashford","75.18","52.292","76.02","48.552","1196.664","0","AML"
"Nemanja Matic","49.14","45.084","55.86","45.084","1069.83975","0","DMC"
"Anthony Martial","76.23","42.126","77.07","40.528","1294.13928","0","FW"
"Harry Maguire","36.54","45.764","45.36","44.064","840.4851","0","DC"
"Luke Shaw","53.34","60.996","57.75","55.216","664.57335","1","DL"
"David de Gea","5.46","33.116","22.155","36.516","107.19996","0","GK"
"Andreas Pereira","68.04","23.868","71.295","28.832","1400.63595","0","Sub"
"Mason Greenwood","68.88","15.64","68.25","20.876","1272.31587","0","Sub"
"Juan Mata","67.305","28.084","70.14","34.068","1319.49699","0","Sub"
"Federico Fernández","31.605","29.036","44.52","24.922","1188.44943","0","DC"
"Miguel Almirón","63.7875","32.504","64.89","33.354","1901.56764","0","ML"
"Allan Saint-Maximin","69.3","50.728","70.6125","46.784","1515.02946","0","ML"
"Danny Rose","46.725","61.2","55.44","55.624","650.61465","0","Sub"
"Nabil Bentaleb","45.78","42.568","46.515","42.636","927.15042","0","Sub"
"Ciaran Clark","32.55","48.96","43.68","47.124","847.11816","0","DC"
"Martin Dubravka","8.4","33.728","55.65","35.428","202.30119","0","GK"
"Sean Longstaff","50.085","34.204","55.125","33.592","1193.29749","0","MC"
"Joelinton","63","40.562","63.525","38.148","1570.1574","0","MR"
"Jamaal Lascelles","29.925","27.404","37.8","27.064","848.39265","0","DC"
"Valentino Lazaro","57.12","6.8","59.64","15.64","1409.06115","0","Sub"
"Isaac Hayden","49.14","23.596","50.8725","24.072","1384.24965","0","DR"
"Matt Ritchie","57.1725","61.098","63.8925","52.768","1557.53031","0","ML"
"Fabian Schär","36.54","21.42","46.935","28.356","1125.09621","0","MC"
"Max Aarons","45.57","5.78","49.8225","10.676","886.24536","0","DR"
"Ben Godfrey","30.135","41.752","36.855","37.944","1173.90525","0","DC"
"Tom Trybull","43.155","38.42","47.985","40.324","1076.41212","0","DMC"
"Jamal Lewis","42.21","62.662","47.46","57.868","711.01905","1","DL"
"Kenny McLean","48.3","40.936","57.855","40.902","1553.67471","0","DMC"
"Lukas Rupp","54.705","28.968","57.225","30.226","1615.66062","0","MC"
"Teemu Pukki","74.235","34.068","72.87","34.476","1246.92603","0","FW"
"Tim Krul","9.765","34.612","28.98","35.904","177.65391","0","GK"
"Alexander Tettey","42.105","26.656","46.62","27.268","1092.86268","0","DMC"
"Todd Cantwell","61.95","49.164","63.105","47.702","1676.57196","0","AML"
"Emiliano Buendía","63.315","21.352","67.095","25.942","1596.9324","0","Sub"
"Onel Hernández","72.45","55.624","71.4","51.85","1611.07317","0","AML"
"Josip Drmic","64.89","37.196","64.995","37.196","1333.02372","0","Sub"
"Mario Vrancic","50.505","44.268","60.585","42.228","1104.96855","0","DMC"
"Marco Stiepermann","63.7875","34.918","68.1975","37.91","1498.77882","0","Sub"
"John Fleck","66.885","50.864","72.03","49.776","1210.52631","0","MC"
"Oliver Norwood","53.4975","34","61.215","32.436","1247.06883","0","MC"
"Chris Basham","41.37","11.628","53.655","15.096","1084.23399","0","DC"
"Oliver McBurnie","68.67","31.892","71.715","32.572","1761.4023","0","Sub"
"Enda Stevens","60.27","62.832","66.36","57.868","741.77103","0","DML"
"John Lundstram","62.265","12.648","65.2575","16.932","1362.71184","0","MC"
"George Baldock","67.62","5.032","72.345","8.568","799.88349","0","DMR"
"Jack O'Connell","40.11","55.42","54.915","51.68","889.32627","0","DC"
"John Egan","34.965","31.28","44.52","34.034","852.20898","0","DC"
"Lys Mousset","71.715","34.068","71.715","34.34","1324.88055","0","FW"
"Dean Henderson","9.66","31.96","65.73","29.172","148.25496","0","GK"
"Billy Sharp","77.07","42.908","77.28","39.304","1388.75499","0","Sub"
"Callum Robinson","69.405","42.398","71.6625","35.088","1409.92509","0","Sub"
"Muhamed Besic","59.7975","21.046","62.1075","16.32","1138.51227","0","Sub"
"Pierre-Emile Højbjerg","54.81","40.732","58.905","39.712","1401.96399","0","MC"
"Jack Stephens","36.435","22.712","47.46","27.064","771.40203","0","DC"
"Ryan Bertrand","59.955","61.744","65.73","57.188","683.1909","1","DL"
"Nathan Redmond","68.46","51.136","70.035","47.056","1457.67741","0","ML"
"Stuart Armstrong","64.47","18.496","65.625","21.284","1530.27336","0","MR"
"Jan Bednarek","36.225","36.108","45.78","35.428","1017.76416","0","DC"
"Alex McCarthy","11.34","33.32","55.125","33.796","207.04572","0","GK"
"James Ward-Prowse","57.96","24.956","62.8425","29.444","1590.85269","0","DR"
"Danny Ings","70.77","36.21","74.4975","35.088","1669.34271","0","Sub"
"Michael Obafemi","69.93","24.718","69.72","26.69","1263.26592","0","FW"
"Shane Long","69.93","37.536","72.66","35.904","1553.08923","0","FW"
"Moussa Djenepo","66.15","47.328","68.565","43.316","2079.36435","0","Sub"
"Sofiane Boufal","73.185","46.614","75.5475","43.486","1470.9114","0","ML"
"Harry Winks","50.19","36.856","57.12","35.02","1010.13864","0","MC"
"Jan Vertonghen","37.065","53.38","44.1","48.79","746.8083","1","DL"
"Toby Alderweireld","34.1775","28.22","43.05","32.096","926.82912","0","DC"
"Hugo Lloris","6.7725","34.068","26.04","33.932","113.9187","0","GK"
"Davinson Sánchez","34.02","21.964","41.475","28.696","914.72325","0","DC"
"Moussa Sissoko","53.76","19.244","55.965","22.066","1374.43572","0","DMC"
"Harry Kane","66.9375","38.726","72.45","36.278","1593.25173","0","FW"
"Christian Eriksen","63.945","39.236","68.46","37.468","1332.92376","0","Sub"
"Erik Lamela","67.4625","31.382","67.9875","33.218","1307.02341","0","Sub"
"Son Heung-Min","70.98","49.368","70.77","44.472","1478.11923","0","AML"
"Dele Alli","62.2125","46.24","63.6825","44.268","1261.08108","0","FW"
"Henrikh Mkhitaryan","64.89","45.288","66.36","41.344","1296.90246","0","AMC"
"Giovani Lo Celso","61.005","27.268","64.47","29.852","1279.99137","0","MC"
"Abdoulaye Doucouré","58.8","33.32","61.74","32.402","1357.08552","0","MC"
"Christian Kabasele","32.55","25.84","43.575","27.676","830.43555","0","DC"
"Troy Deeney","68.25","37.536","73.3425","37.332","1400.69664","0","FW"
"Danny Welbeck","70.77","45.56","73.08","43.112","1862.62251","0","FW"
"Craig Dawson","36.0675","28.56","46.41","28.56","1020.0204","0","DC"
"Ben Foster","11.76","36.448","61.74","39.372","261.08838","0","GK"
"Adam Masina","48.2475","61.438","62.055","55.828","862.72263","1","DL"
"Kiko Femenía","54.18","8.976","58.7475","16.558","2153.82027","0","DR"
"Ismaila Sarr","73.5525","11.56","74.13","16.864","1254.72291","0","FWR"
"Roberto Pereyra","66.15","42.16","67.305","38.046","1843.52658","0","Sub"
"Will Hughes","60.8475","30.566","64.575","32.096","1705.58535","0","DMC"
"Adrian Mariappa","40.845","10.744","54.495","16.286","1352.673","0","Sub"
"Tom Cleverley","61.74","26.384","66.99","30.124","1564.69887","0","MC"
"Nathaniel Chalobah","55.7025","32.198","57.12","32.572","1317.84765","0","Sub"
"João Pedro","65.94","43.248","66.99","38.148","1436.94999","0","FW"
